time_index_colombia,entity_id,v1,activeenergyimport,v2,relativethdvoltage,totalpowerfactor,activepower,reactiveenergyimport,reactiveenergyexport,v3,relativethdcurrent,reactivepower
2025-07-29 07:00:00,SmartMeter_SM_ECOVILLA,112.39,6915221.0,138.21,14.913,0.79,294.8,297408.3,4492537.0,128.15,5.064,200.0
2025-07-29 08:00:00,SmartMeter_SM_ECOVILLA,112.32,6915458.0,138.6,14.099,0.77,251.0,297408.3,4492729.0,128.69,4.68,192.0
2025-07-29 09:00:00,SmartMeter_SM_ECOVILLA,110.69,6917447.5,132.38,12.458,0.8,3529.7,297408.3,4492904.0,118.93,6.448,161.0
2025-07-29 10:00:00,SmartMeter_SM_B10_ARQ,122.78,76479340.0,124.05,3.623,0.98,20659.4,77734984.0,699774.0,124.49,21.846,3333.0
2025-07-29 11:00:00,SmartMeter_SM_B10_ARQ,121.08,76497864.0,122.67,3.02,0.97,18631.6,77738616.0,699774.0,122.81,16.335,3974.0
2025-07-29 12:00:00,SmartMeter_SM_ECOVILLA,109.36,6928252.0,131.07,12.048,0.8,3533.8,297408.3,4493351.0,117.2,6.861,156.0
2025-07-29 13:00:00,SmartMeter_SM_ECOVILLA,111.03,6931849.0,132.29,11.91,0.8,3543.5,297408.5,4493505.0,118.41,6.398,161.0
2025-07-29 14:00:00,SmartMeter_SM_B10_ARQ,123.76,76556950.0,124.67,2.833,0.97,16103.1,77750370.0,699774.0,123.42,13.562,3274.0
2025-07-29 15:00:00,SmartMeter_SM_B10_ARQ,122.92,76577440.0,123.22,2.762,0.93,26959.4,77755780.0,699774.0,123.14,14.261,10187.0
2025-07-29 16:00:00,SmartMeter_SM_B10_ARQ,122.12,76612430.0,123.28,2.488,0.92,34816.3,77769600.0,699774.0,122.36,14.295,14615.0
2025-07-29 17:00:00,SmartMeter_SM_ECOVILLA,112.12,6944640.5,139.0,13.906,0.98,910.9,297411.8,4493970.0,128.84,10.083,95.0
2025-07-29 18:00:00,SmartMeter_SM_ECOVILLA,112.03,6945313.5,138.5,13.8,0.94,539.9,297411.8,4494091.0,128.45,7.52,159.0
2025-07-29 19:00:00,SmartMeter_SM_B10_ARQ,123.9,76691110.0,124.48,2.477,0.97,9042.8,77797310.0,699774.0,123.59,10.236,1513.0
2025-07-29 20:00:00,SmartMeter_SM_B10_ARQ,124.09,76701650.0,125.32,2.241,0.94,9656.5,77799750.0,699774.0,123.91,8.303,2676.0
2025-07-29 21:00:00,SmartMeter_SM_B10_ARQ,124.78,76710790.0,126.53,1.962,0.93,8754.9,77802450.0,699774.0,124.54,5.927,2909.0
2025-07-29 22:00:00,SmartMeter_SM_ECOVILLA,114.26,6946622.0,141.82,13.778,0.74,232.5,297411.8,4494838.0,131.05,3.927,198.0
2025-07-29 23:00:00,SmartMeter_SM_ECOVILLA,113.9,6946871.5,141.4,13.544,0.76,255.0,297411.8,4495036.0,130.48,4.449,199.0
2025-07-30 00:00:00,SmartMeter_SM_B10_ARQ,125.21,76731336.0,126.83,1.661,0.88,6070.2,77811496.0,699774.0,126.05,4.099,3204.0
2025-07-30 01:00:00,SmartMeter_SM_B10_ARQ,125.99,76736920.0,126.92,1.453,0.89,5267.7,77814056.0,699774.0,126.33,4.03,2350.0
2025-07-30 02:00:00,SmartMeter_SM_ECOVILLA,113.98,6947610.5,141.36,13.517,0.77,256.8,297411.8,4495632.0,130.64,4.473,200.0
2025-07-30 03:00:00,SmartMeter_SM_ECOVILLA,113.92,6947851.5,141.38,13.611,0.77,257.1,297411.8,4495830.0,130.56,4.477,199.0
2025-07-30 04:00:00,SmartMeter_SM_B10_ARQ,125.55,76754270.0,126.7,1.513,0.9,5190.1,77822150.0,699774.0,126.28,4.544,2073.0
2025-07-30 05:00:00,SmartMeter_SM_B10_ARQ,123.41,76761820.0,124.72,1.499,0.91,7733.1,77824456.0,699774.0,123.73,4.564,2911.0
2025-07-30 06:00:00,SmartMeter_SM_B10_ARQ,123.08,76770510.0,124.26,1.894,0.95,11109.9,77826800.0,699774.0,124.56,5.927,3002.0
2025-07-30 07:00:00,SmartMeter_SM_ECOVILLA,112.52,6948832.5,138.21,14.7,0.75,231.7,297411.8,4496615.0,128.01,4.234,190.0
2025-07-30 08:00:00,SmartMeter_SM_ECOVILLA,111.91,6949079.0,136.54,14.532,0.79,256.6,297411.8,4496806.0,127.16,4.91,186.0
2025-07-30 09:00:00,SmartMeter_SM_B10_ARQ,123.2,76809250.0,123.91,2.824,0.96,17464.8,77834860.0,699774.0,123.41,13.03,3525.0
2025-07-30 10:00:00,SmartMeter_SM_B10_ARQ,122.25,76825784.0,123.73,3.592,0.97,21460.6,77838550.0,699774.0,123.1,24.43,4292.0
2025-07-30 11:00:00,SmartMeter_SM_ECOVILLA,111.91,6950285.0,138.09,14.018,0.85,441.1,297411.8,4497377.0,127.59,6.225,196.0
2025-07-30 12:00:00,SmartMeter_SM_ECOVILLA,111.18,6950700.0,137.64,13.658,0.86,419.6,297411.8,4497566.0,126.81,5.603,186.0
2025-07-30 13:00:00,SmartMeter_SM_ECOVILLA,111.5,6951157.0,138.35,13.881,0.83,387.4,297412.3,4497739.0,127.18,4.862,186.0
2025-07-30 14:00:00,SmartMeter_SM_ECOVILLA,111.55,6951588.5,138.18,13.622,0.85,411.0,297412.4,4497923.0,127.2,5.484,184.0
2025-07-30 15:00:00,SmartMeter_SM_B10_ARQ,121.0,76936590.0,122.29,2.774,0.92,34444.7,77869740.0,699774.0,121.99,15.856,13701.0
2025-07-30 16:00:00,SmartMeter_SM_B10_ARQ,124.19,76969736.0,125.04,2.841,0.97,16451.5,77882670.0,699774.0,124.18,14.321,3620.0
2025-07-30 17:00:00,SmartMeter_SM_ECOVILLA,110.29,6954093.5,137.73,13.683,0.99,1314.0,297412.4,4498349.0,126.89,16.641,72.0
2025-07-30 18:00:00,SmartMeter_SM_ECOVILLA,113.37,6955076.0,140.88,13.886,0.78,284.5,297412.4,4498460.0,130.0,5.623,203.0
2025-07-30 19:00:00,SmartMeter_SM_B10_ARQ,124.12,77021190.0,125.25,2.526,0.96,16013.0,77893656.0,699774.0,124.04,12.22,3397.0
2025-07-30 20:00:00,SmartMeter_SM_ECOVILLA,112.75,6956615.5,139.59,13.62,0.97,734.6,297412.4,4498705.0,129.36,9.187,135.0
2025-07-30 21:00:00,SmartMeter_SM_ECOVILLA,113.8,6957300.5,141.28,13.533,0.78,282.0,297412.4,4498839.0,130.29,4.943,203.0
2025-07-30 22:00:00,SmartMeter_SM_B10_ARQ,124.26,77057050.0,126.46,1.96,0.93,9491.1,77903010.0,699774.0,124.5,5.728,3391.0
2025-07-30 23:00:00,SmartMeter_SM_B10_ARQ,124.54,77065840.0,126.4,1.931,0.94,8252.3,77905770.0,699774.0,125.72,5.41,2642.0
2025-07-31 00:00:00,SmartMeter_SM_B9_SFA2,124.27,1329050.6,124.81,1.848,0.96,14324.7,89347384.0,2817.0,125.08,4.67,3218.0
2025-07-31 01:00:00,SmartMeter_SM_B10_ARQ,124.47,77079000.0,125.95,1.655,0.88,7179.9,77910664.0,699774.0,125.0,4.334,3623.0
2025-07-31 02:00:00,SmartMeter_SM_B10_ARQ,124.15,77085656.0,125.98,1.708,0.94,5343.9,77913780.0,699774.0,126.35,3.91,1736.0
2025-07-31 03:00:00,SmartMeter_SM_ECOVILLA,113.55,6958791.0,140.44,13.733,0.74,227.2,297412.4,4500014.0,129.87,3.942,194.0
2025-07-31 04:00:00,SmartMeter_SM_B10_ARQ,124.69,77101050.0,125.47,1.728,0.93,7839.5,77918664.0,699774.0,124.7,4.404,2129.0
2025-07-31 05:00:00,SmartMeter_SM_B10_ARQ,123.95,77108616.0,125.02,1.713,0.93,7430.1,77921096.0,699774.0,124.0,4.397,2323.0
2025-07-31 06:00:00,SmartMeter_SM_ECOVILLA,112.29,6959506.0,139.41,13.955,0.74,226.0,297412.4,4500592.0,128.63,3.905,192.0
2025-07-31 07:00:00,SmartMeter_SM_ECOVILLA,112.1,6959751.5,137.55,14.506,0.74,228.6,297412.4,4500787.0,127.92,4.29,189.0
2025-07-31 08:00:00,SmartMeter_SM_ECOVILLA,111.35,6959984.5,138.03,14.127,0.77,249.8,297412.4,4500977.0,127.13,4.735,190.0
2025-07-31 09:00:00,SmartMeter_SM_B10_ARQ,122.64,77156630.0,123.8,2.802,0.97,17194.0,77933060.0,699774.0,122.78,14.706,3196.0
2025-07-31 10:00:00,SmartMeter_SM_B10_ARQ,122.69,77177270.0,124.51,3.228,0.97,20977.8,77936050.0,699774.0,123.3,18.071,3585.0
2025-07-31 11:00:00,SmartMeter_SM_ECOVILLA,110.35,6965274.0,132.94,12.0,0.8,3573.3,297412.4,4501472.0,118.8,7.089,165.0
2025-07-31 12:00:00,SmartMeter_SM_ECOVILLA,109.08,6968848.5,131.31,11.849,0.8,3519.8,297412.4,4501635.0,117.27,6.469,159.0
2025-07-31 13:00:00,SmartMeter_SM_ECOVILLA,108.76,6972389.0,131.83,11.468,0.8,3548.0,297412.6,4501788.0,117.73,6.684,159.0
2025-07-31 14:00:00,SmartMeter_SM_B10_ARQ,123.69,77256950.0,123.91,2.882,0.98,17766.9,77949980.0,699774.0,122.47,15.824,2733.0
2025-07-31 15:00:00,SmartMeter_SM_B10_ARQ,122.32,77275980.0,123.33,2.912,0.98,19918.7,77952990.0,699774.0,122.26,15.806,3441.0
2025-07-31 16:00:00,SmartMeter_SM_B10_ARQ,123.15,77296150.0,124.59,3.016,0.97,18706.7,77956700.0,699774.0,123.31,15.789,3236.0
2025-07-31 17:00:00,SmartMeter_SM_ECOVILLA,112.2,6976789.0,139.7,13.732,0.85,431.8,297412.6,4502320.0,128.65,5.587,203.0
2025-07-31 18:00:00,SmartMeter_SM_ECOVILLA,113.21,6977103.5,140.86,13.776,0.8,330.9,297412.6,4502525.0,129.69,4.582,203.0
2025-07-31 19:00:00,SmartMeter_SM_ECOVILLA,111.88,6977461.5,139.51,13.657,0.84,359.4,297412.6,4502738.0,128.35,5.14,215.0
2025-07-31 20:00:00,,,,,,,,,,,,
2025-07-31 21:00:00,,,,,,,,,,,,
2025-07-31 22:00:00,,,,,,,,,,,,
2025-07-31 23:00:00,,,,,,,,,,,,
2025-08-01 00:00:00,SmartMeter_SM_B10_ARQ,124.84,77411230.0,126.22,1.731,0.92,7687.2,77982170.0,699774.0,124.99,4.145,2778.0
2025-08-01 01:00:00,SmartMeter_SM_B10_ARQ,124.8,77418660.0,126.38,1.533,0.88,6876.7,77985580.0,699774.0,125.21,3.756,3505.0
2025-08-01 02:00:00,SmartMeter_SM_ECOVILLA,112.69,6979993.5,140.21,13.673,0.81,329.4,297412.6,4504210.0,129.32,4.441,215.0
2025-08-01 03:00:00,SmartMeter_SM_ECOVILLA,113.08,6980340.0,140.74,13.463,0.83,352.2,297412.6,4504427.0,129.62,4.983,217.0
2025-08-01 04:00:00,SmartMeter_SM_ECOVILLA,112.2,6980678.5,140.37,13.24,0.83,354.7,297412.6,4504643.0,129.03,4.979,216.0
2025-08-01 05:00:00,SmartMeter_SM_B10_ARQ,124.13,77448770.0,125.69,1.587,0.92,8742.7,77996790.0,699774.0,124.45,4.346,3192.0
2025-08-01 06:00:00,SmartMeter_SM_B10_ARQ,123.39,77458490.0,124.24,2.118,0.96,13894.0,77999450.0,699774.0,124.17,9.167,3867.0
2025-08-01 07:00:00,SmartMeter_SM_B10_ARQ,123.31,77471750.0,123.4,2.508,0.97,14580.9,78002790.0,699774.0,123.37,10.314,3443.0
2025-08-01 08:00:00,SmartMeter_SM_ECOVILLA,111.78,6982353.0,136.77,14.255,0.96,1137.9,297412.6,4505485.0,127.31,11.549,157.0
2025-08-01 09:00:00,SmartMeter_SM_ECOVILLA,108.03,6984103.0,134.63,13.55,0.98,2101.8,297412.6,4505660.0,123.31,12.184,164.0
2025-08-01 10:00:00,SmartMeter_SM_ECOVILLA,110.67,6985319.5,136.14,13.698,0.98,1038.2,297412.6,4505742.0,126.29,11.621,71.0
2025-08-01 11:00:00,SmartMeter_SM_B10_ARQ,121.47,77539740.0,123.52,2.799,0.97,14683.0,78015480.0,699774.0,123.33,13.442,3366.0
2025-08-01 12:00:00,SmartMeter_SM_B10_ARQ,122.01,77555910.0,123.92,2.869,0.97,18976.3,78019416.0,699774.0,123.85,17.231,3576.0
2025-08-01 13:00:00,SmartMeter_SM_B10_ARQ,124.35,77574984.0,125.16,2.743,0.96,15822.4,78023670.0,699774.0,124.67,14.251,3596.0
2025-08-01 14:00:00,SmartMeter_SM_B10_ARQ,122.02,77592390.0,123.83,2.599,0.93,28273.4,78027900.0,699774.0,123.3,21.363,11220.0
2025-08-01 15:00:00,SmartMeter_SM_ECOVILLA,109.88,6993292.0,133.64,13.588,0.97,2449.7,297444.5,4505883.0,126.25,20.859,28.0
2025-08-01 16:00:00,SmartMeter_SM_ECOVILLA,111.19,6995648.5,137.85,13.704,0.96,1382.8,297444.5,4505963.0,126.97,10.997,139.0
2025-08-01 17:00:00,SmartMeter_SM_ECOVILLA,112.05,6996482.0,140.24,13.469,0.85,454.7,297444.6,4506204.0,128.44,5.591,204.0
2025-08-01 18:00:00,SmartMeter_SM_B10_ARQ,125.17,77714216.0,126.11,2.471,0.98,13069.8,78073190.0,699774.0,126.31,12.312,2244.0
2025-08-01 19:00:00,SmartMeter_SM_B10_ARQ,124.18,77726100.0,125.02,2.331,0.96,10508.8,78075420.0,699774.0,124.41,9.602,1863.0
2025-08-01 20:00:00,SmartMeter_SM_B10_ARQ,124.93,77736890.0,125.96,2.44,0.96,11907.9,78077480.0,699774.0,124.32,10.691,2536.0
2025-08-01 21:00:00,SmartMeter_SM_B10_ARQ,125.64,77745800.0,126.99,1.881,0.95,8153.0,78079950.0,699774.0,126.27,4.605,2410.0
2025-08-01 22:00:00,SmartMeter_SM_ECOVILLA,113.5,6997799.0,141.28,13.586,0.76,255.5,297444.6,4507208.0,130.09,4.574,203.0
2025-08-01 23:00:00,SmartMeter_SM_ECOVILLA,113.71,6998043.0,141.94,13.585,0.76,257.8,297444.6,4507409.0,130.54,4.576,203.0
2025-08-02 00:00:00,SmartMeter_SM_B9_SFA2,125.69,3602840.8,126.31,1.573,0.95,8119.5,89927550.0,2817.0,126.61,2.645,1289.0
2025-08-02 01:00:00,SmartMeter_SM_B10_ARQ,124.38,77770180.0,126.44,1.748,0.87,6617.7,78090090.0,699774.0,124.82,3.793,3414.0
2025-08-02 02:00:00,SmartMeter_SM_B10_ARQ,124.21,77775500.0,126.17,1.709,0.89,7044.7,78092390.0,699774.0,125.08,3.738,3015.0
2025-08-02 03:00:00,SmartMeter_SM_B10_ARQ,124.51,77780880.0,125.92,1.633,0.94,4831.4,78094670.0,699774.0,125.81,3.374,1592.0
2025-08-02 04:00:00,SmartMeter_SM_ECOVILLA,113.39,6999481.5,140.74,13.7,0.76,255.7,297444.6,4508420.0,129.85,4.562,201.0
2025-08-02 05:00:00,SmartMeter_SM_ECOVILLA,112.91,6999723.0,140.7,13.559,0.76,255.5,297444.6,4508620.0,129.47,4.493,200.0
2025-08-02 06:00:00,SmartMeter_SM_ECOVILLA,112.57,6999967.5,139.81,13.554,0.74,233.2,297444.6,4508820.0,129.21,3.934,197.0
2025-08-02 07:00:00,,,,,,,,,,,,
2025-08-02 08:00:00,,,,,,,,,,,,
2025-08-02 09:00:00,,,,,,,,,,,,
2025-08-02 10:00:00,,,,,,,,,,,,
2025-08-02 11:00:00,,,,,,,,,,,,
2025-08-02 12:00:00,,,,,,,,,,,,
2025-08-02 13:00:00,,,,,,,,,,,,
2025-08-02 14:00:00,,,,,,,,,,,,
2025-08-02 15:00:00,,,,,,,,,,,,
2025-08-02 16:00:00,,,,,,,,,,,,
2025-08-02 17:00:00,,,,,,,,,,,,
2025-08-02 18:00:00,,,,,,,,,,,,
2025-08-02 19:00:00,,,,,,,,,,,,
2025-08-02 20:00:00,,,,,,,,,,,,
2025-08-02 21:00:00,,,,,,,,,,,,
2025-08-02 22:00:00,,,,,,,,,,,,
2025-08-02 23:00:00,,,,,,,,,,,,
2025-08-03 00:00:00,,,,,,,,,,,,
2025-08-03 01:00:00,,,,,,,,,,,,
2025-08-03 02:00:00,,,,,,,,,,,,
2025-08-03 03:00:00,,,,,,,,,,,,
2025-08-03 04:00:00,,,,,,,,,,,,
2025-08-03 05:00:00,,,,,,,,,,,,
2025-08-03 06:00:00,,,,,,,,,,,,
2025-08-03 07:00:00,,,,,,,,,,,,
2025-08-03 08:00:00,,,,,,,,,,,,
2025-08-03 09:00:00,,,,,,,,,,,,
2025-08-03 10:00:00,,,,,,,,,,,,
2025-08-03 11:00:00,,,,,,,,,,,,
2025-08-03 12:00:00,,,,,,,,,,,,
2025-08-03 13:00:00,,,,,,,,,,,,
2025-08-03 14:00:00,,,,,,,,,,,,
2025-08-03 15:00:00,,,,,,,,,,,,
2025-08-03 16:00:00,,,,,,,,,,,,
2025-08-03 17:00:00,,,,,,,,,,,,
2025-08-03 18:00:00,,,,,,,,,,,,
2025-08-03 19:00:00,,,,,,,,,,,,
2025-08-03 20:00:00,,,,,,,,,,,,
2025-08-03 21:00:00,,,,,,,,,,,,
2025-08-03 22:00:00,,,,,,,,,,,,
2025-08-03 23:00:00,,,,,,,,,,,,
2025-08-04 00:00:00,,,,,,,,,,,,
2025-08-04 01:00:00,,,,,,,,,,,,
2025-08-04 02:00:00,,,,,,,,,,,,
2025-08-04 03:00:00,,,,,,,,,,,,
2025-08-04 04:00:00,,,,,,,,,,,,
2025-08-04 05:00:00,,,,,,,,,,,,
2025-08-04 06:00:00,,,,,,,,,,,,
2025-08-04 07:00:00,,,,,,,,,,,,
2025-08-04 08:00:00,,,,,,,,,,,,
2025-08-04 09:00:00,,,,,,,,,,,,
2025-08-04 10:00:00,SmartMeter_SM_ECOVILLA,110.93,7014358.5,137.44,13.588,0.98,878.5,297444.6,4519117.0,127.25,10.455,118.0
2025-08-04 11:00:00,SmartMeter_SM_B10_ARQ,122.51,78302720.0,123.43,3.032,0.96,21158.9,78325210.0,699774.0,123.02,15.302,5966.0
2025-08-04 12:00:00,SmartMeter_SM_B10_ARQ,121.87,78324320.0,121.91,3.823,0.97,26309.6,78330290.0,699774.0,121.27,25.843,5199.0
2025-08-04 13:00:00,SmartMeter_SM_ECOVILLA,112.33,7016402.5,140.14,13.911,0.88,521.6,297445.0,4519693.0,128.54,6.111,220.0
2025-08-04 14:00:00,SmartMeter_SM_B10_ARQ,122.61,78369920.0,123.37,2.951,0.94,20495.9,78342890.0,699774.0,122.63,13.746,6584.0
2025-08-04 15:00:00,SmartMeter_SM_B10_ARQ,122.85,78392420.0,123.28,3.24,0.96,23429.6,78348840.0,699774.0,122.79,17.918,5339.0
2025-08-04 16:00:00,SmartMeter_SM_B10_ARQ,123.14,78416150.0,123.66,2.994,0.96,22571.3,78354610.0,699774.0,123.69,15.757,5945.0
2025-08-04 17:00:00,SmartMeter_SM_B10_ARQ,123.59,78438280.0,125.1,2.894,0.96,22795.3,78360720.0,699774.0,124.67,15.349,6274.0
2025-08-04 18:00:00,SmartMeter_SM_ECOVILLA,112.48,7019310.5,139.63,13.839,0.84,372.9,297445.4,4520801.0,129.1,5.188,216.0
2025-08-04 19:00:00,SmartMeter_SM_ECOVILLA,111.78,7019615.0,138.84,13.756,0.87,498.5,297445.4,4521003.0,128.34,5.639,227.0
2025-08-04 20:00:00,SmartMeter_SM_B10_ARQ,123.86,78499864.0,124.35,3.546,0.98,19496.8,78375630.0,699774.0,125.11,24.14,2835.0
2025-08-04 21:00:00,SmartMeter_SM_B10_ARQ,125.47,78513830.0,126.15,1.959,0.92,12807.4,78380010.0,699774.0,124.99,6.835,5149.0
2025-08-04 22:00:00,SmartMeter_SM_ECOVILLA,113.34,7020905.0,140.67,13.801,0.79,289.6,297445.4,4521650.0,129.8,4.819,206.0
2025-08-04 23:00:00,SmartMeter_SM_ECOVILLA,114.23,7021185.5,141.89,13.603,0.76,267.3,297445.4,4521855.0,130.73,4.177,205.0
2025-08-05 00:00:00,SmartMeter_SM_B10_ARQ,124.15,78545256.0,125.38,1.701,0.86,7822.1,78393640.0,699774.0,125.07,4.191,4594.0
2025-08-05 01:00:00,SmartMeter_SM_ECOVILLA,112.93,7021926.0,140.49,13.718,0.79,289.5,297445.4,4522273.0,129.3,4.786,204.0
2025-08-05 02:00:00,SmartMeter_SM_ECOVILLA,113.63,7022204.0,141.54,13.563,0.76,269.8,297445.4,4522478.0,130.21,4.279,204.0
2025-08-05 03:00:00,SmartMeter_SM_B10_ARQ,124.83,78570960.0,125.45,1.762,0.9,9379.7,78408490.0,699774.0,124.51,4.995,4318.0
2025-08-05 04:00:00,SmartMeter_SM_B10_ARQ,124.3,78580270.0,124.4,1.67,0.92,9930.1,78412560.0,699774.0,123.47,5.049,3874.0
2025-08-05 05:00:00,SmartMeter_SM_ECOVILLA,112.02,7023049.5,138.32,14.379,0.75,238.2,297445.4,4523086.0,128.05,4.203,198.0
2025-08-05 06:00:00,SmartMeter_SM_ECOVILLA,112.03,7023335.5,138.57,14.397,0.84,398.1,297445.4,4523290.0,128.4,4.884,212.0
2025-08-05 07:00:00,SmartMeter_SM_B10_ARQ,121.97,78616430.0,123.43,2.907,0.97,20728.1,78426456.0,699774.0,123.85,16.376,4191.0
2025-08-05 08:00:00,SmartMeter_SM_B10_ARQ,123.41,78636344.0,123.84,2.811,0.97,21043.1,78431540.0,699774.0,123.37,14.73,4979.0
2025-08-05 09:00:00,SmartMeter_SM_ECOVILLA,109.55,7031418.5,132.12,12.189,0.81,3552.0,297445.4,4523961.0,117.99,6.579,192.0
2025-08-05 10:00:00,SmartMeter_SM_B5_BACH,125.46,28303342.0,125.21,1.92,0.99,86848.6,68073550.0,37560800.0,125.77,21.62,4167.0
2025-08-05 11:00:00,SmartMeter_SM_B10_ARQ,120.12,78740140.0,121.49,3.007,0.94,34569.1,78467570.0,699774.0,121.71,18.292,12285.0
2025-08-05 12:00:00,SmartMeter_SM_B5_BACH,124.78,28509764.0,124.87,2.04,0.99,98816.8,68086970.0,37560800.0,125.3,31.143,9334.0
2025-08-05 13:00:00,SmartMeter_SM_B10_ARQ,120.66,78814330.0,121.89,2.601,0.93,38131.9,78495130.0,699774.0,122.16,15.061,14332.0
2025-08-05 14:00:00,SmartMeter_SM_ECOVILLA,111.95,7041891.5,138.63,13.656,0.84,701.4,297445.9,4525055.0,127.29,7.54,256.0
2025-08-05 15:00:00,SmartMeter_SM_ECOVILLA,111.23,7042581.5,137.99,13.586,0.83,696.9,297445.9,4525310.0,126.28,7.462,254.0
2025-08-05 16:00:00,SmartMeter_SM_B10_ARQ,123.11,78896670.0,123.63,3.148,0.98,20610.5,78520720.0,699774.0,123.13,19.993,3549.0
2025-08-05 17:00:00,SmartMeter_SM_B10_ARQ,124.38,78916880.0,125.33,2.848,0.97,19630.3,78524620.0,699774.0,124.66,15.598,3739.0
2025-08-05 18:00:00,SmartMeter_SM_ECOVILLA,111.07,7046162.5,136.32,13.787,0.96,1684.4,297445.9,4525848.0,127.65,16.79,159.0
2025-08-05 19:00:00,SmartMeter_SM_B10_ARQ,123.76,78952390.0,126.02,2.346,0.93,14118.7,78533510.0,699774.0,124.68,10.931,4849.0
2025-08-05 20:00:00,SmartMeter_SM_B10_ARQ,124.68,78966104.0,125.93,2.023,0.94,12269.0,78538424.0,699774.0,125.75,7.313,4127.0
2025-08-05 21:00:00,SmartMeter_SM_ECOVILLA,111.99,7048765.5,139.34,13.397,0.88,528.3,297445.9,4526497.0,129.27,6.781,235.0
2025-08-05 22:00:00,SmartMeter_SM_B10_ARQ,123.51,78998216.0,124.6,1.589,0.88,16954.1,78554010.0,699774.0,123.54,4.898,9167.0
2025-08-05 23:00:00,SmartMeter_SM_B10_ARQ,123.97,79015336.0,125.15,1.578,0.87,17533.4,78563336.0,699774.0,124.23,5.007,9916.0
2025-08-06 00:00:00,SmartMeter_SM_B9_SFA2,126.24,6543444.0,126.79,1.88,0.97,13500.3,90544660.0,2817.0,127.15,4.846,1698.0
2025-08-06 01:00:00,SmartMeter_SM_B10_ARQ,123.78,79046616.0,124.79,1.574,0.85,15411.7,78582430.0,699774.0,123.57,4.772,9380.0
2025-08-06 02:00:00,SmartMeter_SM_B10_ARQ,123.85,79062584.0,125.04,1.614,0.83,15326.3,78592390.0,699774.0,124.26,4.594,9873.0
2025-08-06 03:00:00,SmartMeter_SM_ECOVILLA,113.18,7051685.0,140.0,13.815,0.86,463.8,297445.9,4527929.0,130.04,5.979,236.0
2025-08-06 04:00:00,SmartMeter_SM_ECOVILLA,112.58,7052164.5,139.35,13.599,0.87,484.4,297445.9,4528167.0,129.58,6.382,236.0
2025-08-06 05:00:00,SmartMeter_SM_B10_ARQ,121.93,79108700.0,123.42,1.522,0.85,16867.4,78620520.0,699774.0,122.69,4.776,9976.0
2025-08-06 06:00:00,SmartMeter_SM_ECOVILLA,112.18,7053098.0,137.88,14.645,0.87,453.5,297445.9,4528627.0,128.71,6.173,226.0
2025-08-06 07:00:00,SmartMeter_SM_ECOVILLA,111.44,7053566.5,137.08,14.683,0.88,476.8,297445.9,4528855.0,127.78,6.755,224.0
2025-08-06 08:00:00,SmartMeter_SM_B10_ARQ,121.72,79167990.0,122.51,2.392,0.93,22891.0,78648824.0,699774.0,122.67,10.403,8856.0
2025-08-06 09:00:00,SmartMeter_SM_B10_ARQ,121.74,79191380.0,122.47,2.686,0.93,25841.4,78657704.0,699774.0,123.21,13.349,9472.0
2025-08-06 10:00:00,SmartMeter_SM_ECOVILLA,108.24,7059208.5,128.02,11.931,0.85,4522.9,297445.9,4529376.0,116.29,12.57,112.0
2025-08-06 11:00:00,SmartMeter_SM_ECOVILLA,109.27,7063760.5,129.6,11.729,0.85,4630.8,297445.9,4529498.0,116.75,13.611,105.0
2025-08-06 12:00:00,SmartMeter_SM_B10_ARQ,120.86,79272230.0,122.64,2.595,0.94,28439.9,78686550.0,699774.0,122.18,13.595,10125.0
2025-08-06 13:00:00,SmartMeter_SM_B10_ARQ,122.63,79299720.0,123.12,2.676,0.93,25901.9,78697000.0,699774.0,122.8,14.278,10082.0
2025-08-06 14:00:00,SmartMeter_SM_ECOVILLA,109.17,7076260.0,130.44,12.07,0.82,4360.5,297445.9,4530122.0,116.92,11.231,258.0
2025-08-06 15:00:00,SmartMeter_SM_ECOVILLA,109.93,7077445.0,137.13,13.73,0.98,1007.0,297445.9,4530350.0,126.46,11.279,101.0
2025-08-06 16:00:00,SmartMeter_SM_B10_ARQ,121.67,79384664.0,122.7,2.605,0.93,26250.4,78727760.0,699774.0,121.92,12.948,10061.0
2025-08-06 17:00:00,SmartMeter_SM_B10_ARQ,122.68,79412660.0,124.0,2.735,0.93,27210.8,78737850.0,699774.0,122.71,14.048,9906.0
2025-08-06 18:00:00,SmartMeter_SM_ECOVILLA,112.32,7079599.0,139.73,13.771,0.81,308.7,297446.4,4530779.0,129.07,4.389,208.0
2025-08-06 19:00:00,SmartMeter_SM_ECOVILLA,112.95,7079857.5,140.08,14.054,0.77,249.3,297446.4,4530980.0,129.32,4.82,197.0
2025-08-06 20:00:00,SmartMeter_SM_B10_ARQ,123.78,79485544.0,124.96,2.167,0.92,21314.7,78764870.0,699774.0,124.33,10.21,8750.0
2025-08-06 21:00:00,SmartMeter_SM_B10_ARQ,124.59,79496920.0,125.45,2.154,0.99,7306.7,78767464.0,699774.0,126.0,7.864,367.0
2025-08-06 22:00:00,SmartMeter_SM_B10_ARQ,125.58,79504380.0,126.76,2.143,0.97,7120.0,78768760.0,699774.0,127.03,6.583,1486.0
2025-08-06 23:00:00,SmartMeter_SM_ECOVILLA,113.49,7080938.5,140.94,13.704,0.76,243.9,297446.4,4531795.0,130.17,4.523,201.0
